property,superproperty,last_word_superclass,last_word_subclass
http://dbpedia.org/ontology/doctoralStudent,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,doctoralStudent,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/draftTeam,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isMemberOf,draftTeam,DUL.owl#isMemberOf
http://dbpedia.org/ontology/educationSystem,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isPartOf,educationSystem,DUL.owl#isPartOf
http://dbpedia.org/ontology/engineType,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isClassifiedBy,engineType,DUL.owl#isClassifiedBy
http://dbpedia.org/ontology/equipment,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant,equipment,DUL.owl#hasParticipant
http://dbpedia.org/ontology/era,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isDescribedBy,era,DUL.owl#isDescribedBy
http://dbpedia.org/ontology/father,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,father,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/foundationPlace,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation,foundationPlace,DUL.owl#hasLocation
http://dbpedia.org/ontology/fuelSystem,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasComponent,fuelSystem,DUL.owl#hasComponent
http://dbpedia.org/ontology/grades,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,grades,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/grandsire,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,grandsire,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/highschool,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,highschool,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/honours,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,honours,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/institution,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isMemberOf,institution,DUL.owl#isMemberOf
http://dbpedia.org/ontology/lake,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#nearTo,lake,DUL.owl#nearTo
http://dbpedia.org/ontology/languageFamily,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#specializes,languageFamily,DUL.owl#specializes
http://dbpedia.org/ontology/lastAppearance,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isParticipantIn,lastAppearance,DUL.owl#isParticipantIn
http://dbpedia.org/ontology/mainOrgan,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasPart,mainOrgan,DUL.owl#hasPart
http://dbpedia.org/ontology/managerClub,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,managerClub,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/mother,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,mother,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/mouthMountain,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation,mouthMountain,DUL.owl#hasLocation
http://dbpedia.org/ontology/mouthPlace,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation,mouthPlace,DUL.owl#hasLocation
http://dbpedia.org/ontology/movement,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isMemberOf,movement,DUL.owl#isMemberOf
http://dbpedia.org/ontology/notableIdea,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,notableIdea,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/notableStudent,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,notableStudent,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/notableWork,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,notableWork,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/nrhpType,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isClassifiedBy,nrhpType,DUL.owl#isClassifiedBy
http://dbpedia.org/ontology/part,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasPart,part,DUL.owl#hasPart
http://dbpedia.org/ontology/partner,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,partner,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/personFunction,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasRole,personFunction,DUL.owl#hasRole
http://dbpedia.org/ontology/photographer,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,photographer,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/pictureFormat,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasQuality,pictureFormat,DUL.owl#hasQuality
http://dbpedia.org/ontology/portrayer,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,portrayer,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/profession,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasRole,profession,DUL.owl#hasRole
http://dbpedia.org/ontology/race,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isParticipantIn,race,DUL.owl#isParticipantIn
http://dbpedia.org/ontology/railwayLineUsingTunnel,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,railwayLineUsingTunnel,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/railwayRollingStock,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,railwayRollingStock,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/relation,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,relation,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/rivalSchool,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,rivalSchool,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/river,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#nearTo,river,DUL.owl#nearTo
http://dbpedia.org/ontology/riverMouth,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary,riverMouth,DUL.owl#hasCommonBoundary
http://dbpedia.org/ontology/routeEndLocation,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary,routeEndLocation,DUL.owl#hasCommonBoundary
http://dbpedia.org/ontology/routeStartLocation,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary,routeStartLocation,DUL.owl#hasCommonBoundary
http://dbpedia.org/ontology/school,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,school,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/secretaryGeneral,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,secretaryGeneral,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/significantBuilding,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,significantBuilding,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/sire,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,sire,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/sisterNewspaper,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,sisterNewspaper,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/species,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#specializes,species,DUL.owl#specializes
http://dbpedia.org/ontology/sport,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isParticipantIn,sport,DUL.owl#isParticipantIn
http://dbpedia.org/ontology/sportGoverningBody,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,sportGoverningBody,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/targetAirport,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation,targetAirport,DUL.owl#hasLocation
http://dbpedia.org/ontology/trainer,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,trainer,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/administrativeCenter,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,administrativeCenter,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/alliance,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isMemberOf,alliance,DUL.owl#isMemberOf
http://dbpedia.org/ontology/alumni,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,alumni,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/archipelago,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isPartOf,archipelago,DUL.owl#isPartOf
http://dbpedia.org/ontology/areaOfSearch,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation,areaOfSearch,DUL.owl#hasLocation
http://dbpedia.org/ontology/arrondissement,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation,arrondissement,DUL.owl#hasLocation
http://dbpedia.org/ontology/associationOfLocalGovernment,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,associationOfLocalGovernment,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/beltwayCity,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation,beltwayCity,DUL.owl#hasLocation
http://dbpedia.org/ontology/blockAlloy,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,blockAlloy,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/canton,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation,canton,DUL.owl#hasLocation
http://dbpedia.org/ontology/chairperson,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,chairperson,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/chancellor,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,chancellor,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/chiefEditor,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,chiefEditor,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/choreographer,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,choreographer,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/club,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isMemberOf,club,DUL.owl#isMemberOf
http://dbpedia.org/ontology/constructionMaterial,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasConstituent,constructionMaterial,DUL.owl#hasConstituent
http://dbpedia.org/ontology/coolingSystem,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,coolingSystem,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/countryOrigin,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,countryOrigin,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/currentPartner,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,currentPartner,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/destination,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,destination,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/europeanParliamentGroup,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isMemberOf,europeanParliamentGroup,DUL.owl#isMemberOf
http://dbpedia.org/ontology/federalState,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isPartOf,federalState,DUL.owl#isPartOf
http://dbpedia.org/ontology/formerBroadcastNetwork,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isMemberOf,formerBroadcastNetwork,DUL.owl#isMemberOf
http://dbpedia.org/ontology/formerCoach,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,formerCoach,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/formerPartner,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,formerPartner,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/governorGeneral,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,governorGeneral,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/head,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,head,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/headAlloy,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasConstituent,headAlloy,DUL.owl#hasConstituent
http://dbpedia.org/ontology/homeport,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation,homeport,DUL.owl#hasLocation
http://dbpedia.org/ontology/inflow,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary,inflow,DUL.owl#hasCommonBoundary
http://dbpedia.org/ontology/intercommunality,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isPartOf,intercommunality,DUL.owl#isPartOf
http://dbpedia.org/ontology/internationalAffiliation,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isMemberOf,internationalAffiliation,DUL.owl#isMemberOf
http://dbpedia.org/ontology/launchSite,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant,launchSite,DUL.owl#hasParticipant
http://dbpedia.org/ontology/leaderName,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,leaderName,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/leaderParty,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,leaderParty,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/lieutenant,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,lieutenant,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/lowestPlace,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf,lowestPlace,DUL.owl#isLocationOf
http://dbpedia.org/ontology/management,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,management,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/mayor,http://dbpedia.org/ontology/Leader,mayor,Leader
http://dbpedia.org/ontology/militaryRank,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isMemberOf,militaryRank,DUL.owl#isMemberOf
http://dbpedia.org/ontology/musicSubgenre,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isSpecializedBy,musicSubgenre,DUL.owl#isSpecializedBy
http://dbpedia.org/ontology/nationalTeam,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isMemberOf,nationalTeam,DUL.owl#isMemberOf
http://dbpedia.org/ontology/neighboringMunicipality,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#nearTo,neighboringMunicipality,DUL.owl#nearTo
http://dbpedia.org/ontology/oilSystem,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasComponent,oilSystem,DUL.owl#hasComponent
http://dbpedia.org/ontology/outflow,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary,outflow,DUL.owl#hasCommonBoundary
http://dbpedia.org/ontology/prospectTeam,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isMemberOf,prospectTeam,DUL.owl#isMemberOf
http://dbpedia.org/ontology/provost,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,provost,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/raceHorse,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,raceHorse,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/rector,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,rector,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/rocketFunction,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isClassifiedBy,rocketFunction,DUL.owl#isClassifiedBy
http://dbpedia.org/ontology/schoolBoard,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,schoolBoard,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/significantDesign,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,significantDesign,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/significantProject,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,significantProject,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/sportCountry,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,sportCountry,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/televisionSeries,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasMember,televisionSeries,DUL.owl#hasMember
http://dbpedia.org/ontology/training,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,training,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/twinTown,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,twinTown,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/university,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,university,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/usingCountry,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,usingCountry,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/variantOf,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,variantOf,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/vicePresident,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,vicePresident,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/youthWing,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasPart,youthWing,DUL.owl#hasPart
http://dbpedia.org/ontology/bodyDiscovered,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation,bodyDiscovered,DUL.owl#hasLocation
http://dbpedia.org/ontology/showJudge,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant,showJudge,DUL.owl#hasParticipant
http://dbpedia.org/ontology/bronzeMedalist,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant,bronzeMedalist,DUL.owl#hasParticipant
http://dbpedia.org/ontology/bronzeMedalist,http://dbpedia.org/ontology/Medalist,bronzeMedalist,Medalist
http://dbpedia.org/ontology/committeeInLegislature,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasPart,committeeInLegislature,DUL.owl#hasPart
http://dbpedia.org/ontology/curator,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,curator,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/formerHighschool,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isMemberOf,formerHighschool,DUL.owl#isMemberOf
http://dbpedia.org/ontology/goldMedalist,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant,goldMedalist,DUL.owl#hasParticipant
http://dbpedia.org/ontology/goldMedalist,http://dbpedia.org/ontology/Medalist,goldMedalist,Medalist
http://dbpedia.org/ontology/jockey,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,jockey,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/nextEvent,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#precedes,nextEvent,DUL.owl#precedes
http://dbpedia.org/ontology/nextEvent,http://dbpedia.org/ontology/followedBy,nextEvent,followedBy
http://dbpedia.org/ontology/silverMedalist,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant,silverMedalist,DUL.owl#hasParticipant
http://dbpedia.org/ontology/silverMedalist,http://dbpedia.org/ontology/Medalist,silverMedalist,Medalist
http://dbpedia.org/ontology/winsAtLET,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isParticipantIn,winsAtLET,DUL.owl#isParticipantIn
http://dbpedia.org/ontology/viceLeader,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,viceLeader,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/comparable,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,comparable,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/organSystem,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isPartOf,organSystem,DUL.owl#isPartOf
http://dbpedia.org/ontology/riverBranchOf,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary,riverBranchOf,DUL.owl#hasCommonBoundary
http://dbpedia.org/ontology/winsAtAsia,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isParticipantIn,winsAtAsia,DUL.owl#isParticipantIn
http://dbpedia.org/ontology/winsAtLPGA,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isParticipantIn,winsAtLPGA,DUL.owl#isParticipantIn
http://dbpedia.org/ontology/brand,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,brand,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/religiousHead,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasMember,religiousHead,DUL.owl#hasMember
http://dbpedia.org/ontology/winsAtPGA,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isParticipantIn,winsAtPGA,DUL.owl#isParticipantIn
http://dbpedia.org/ontology/officialSchoolColour,http://dbpedia.org/ontology/ColourName,officialSchoolColour,ColourName
http://dbpedia.org/ontology/averageDepth,http://dbpedia.org/ontology/depth,averageDepth,depth
http://dbpedia.org/ontology/greekName,http://dbpedia.org/ontology/Name,greekName,Name
http://dbpedia.org/ontology/inseeCode,http://dbpedia.org/ontology/codeSettlement,inseeCode,codeSettlement
http://dbpedia.org/ontology/iso6391Code,http://dbpedia.org/ontology/LanguageCode,iso6391Code,LanguageCode
http://dbpedia.org/ontology/iso6392Code,http://dbpedia.org/ontology/LanguageCode,iso6392Code,LanguageCode
http://dbpedia.org/ontology/chorusCharacterInPlay,http://dbpedia.org/ontology/characterInPlay,chorusCharacterInPlay,characterInPlay
http://dbpedia.org/ontology/canonizedBy,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,canonizedBy,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/canonizedPlace,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,canonizedPlace,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/majorShrine,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,majorShrine,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/militaryUnit,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isMemberOf,militaryUnit,DUL.owl#isMemberOf
http://dbpedia.org/ontology/spokenIn,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation,spokenIn,DUL.owl#hasLocation
http://dbpedia.org/ontology/addressInRoad,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf,addressInRoad,DUL.owl#isLocationOf
http://dbpedia.org/ontology/artery,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,artery,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/authority,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,authority,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/binomial,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,binomial,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/border,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary,border,DUL.owl#hasCommonBoundary
http://dbpedia.org/ontology/branchFrom,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary,branchFrom,DUL.owl#hasCommonBoundary
http://dbpedia.org/ontology/branchTo,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary,branchTo,DUL.owl#hasCommonBoundary
http://dbpedia.org/ontology/ceremonialCounty,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,ceremonialCounty,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/childOrganisation,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,childOrganisation,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/countySeat,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation,countySeat,DUL.owl#hasLocation
http://dbpedia.org/ontology/creatorOfDish,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,creatorOfDish,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/denomination,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isExpressedBy,denomination,DUL.owl#isExpressedBy
http://dbpedia.org/ontology/department,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isPartOf,department,DUL.owl#isPartOf
http://dbpedia.org/ontology/domain,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#specializes,domain,DUL.owl#specializes
http://dbpedia.org/ontology/drainsTo,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary,drainsTo,DUL.owl#hasCommonBoundary
http://dbpedia.org/ontology/firstAscentPerson,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,firstAscentPerson,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/frazioni,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasPart,frazioni,DUL.owl#hasPart
http://dbpedia.org/ontology/gender,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isClassifiedBy,gender,DUL.owl#isClassifiedBy
http://dbpedia.org/ontology/innervates,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary,innervates,DUL.owl#hasCommonBoundary
http://dbpedia.org/ontology/isPartOfAnatomicalStructure,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isPartOf,isPartOfAnatomicalStructure,DUL.owl#isPartOf
http://dbpedia.org/ontology/isPartOfAnatomicalStructure,http://dbpedia.org/ontology/isPartOf,isPartOfAnatomicalStructure,isPartOf
http://dbpedia.org/ontology/languageRegulator,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,languageRegulator,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/legalForm,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isClassifiedBy,legalForm,DUL.owl#isClassifiedBy
http://dbpedia.org/ontology/lieutenancyArea,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isPartOf,lieutenancyArea,DUL.owl#isPartOf
http://dbpedia.org/ontology/metropolitanBorough,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isPartOf,metropolitanBorough,DUL.owl#isPartOf
http://dbpedia.org/ontology/mission,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isParticipantIn,mission,DUL.owl#isParticipantIn
http://dbpedia.org/ontology/monarch,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs,monarch,DUL.owl#sameSettingAs
http://dbpedia.org/ontology/municipality,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isPartOf,municipality,DUL.owl#isPartOf
http://dbpedia.org/ontology/nerve,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf,nerve,DUL.owl#isLocationOf
http://dbpedia.org/ontology/nobelLaureates,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,nobelLaureates,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/notableWine,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,notableWine,DUL.owl#coparticipatesWith
http://dbpedia.org/ontology/officerInCharge,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith,officerInCharge,DUL.owl#coparticipatesWith
