"superclass","subclass"
"http://dbpedia.org/ontology/MusicalWork","http://dbpedia.org/ontology/ArtistDiscography"
"http://dbpedia.org/ontology/MusicalWork","http://dbpedia.org/ontology/ClassicalMusicComposition"
"http://dbpedia.org/ontology/MusicalWork","http://dbpedia.org/ontology/Musical"
"http://dbpedia.org/ontology/MusicalWork","http://dbpedia.org/ontology/NationalAnthem"
"http://dbpedia.org/ontology/MusicalWork","http://dbpedia.org/ontology/Opera"
"http://dbpedia.org/ontology/MusicalWork","http://dbpedia.org/ontology/Single"
"http://dbpedia.org/ontology/MusicalWork","http://dbpedia.org/ontology/Song"
"http://dbpedia.org/ontology/Name","http://dbpedia.org/ontology/GivenName"
"http://dbpedia.org/ontology/Name","http://dbpedia.org/ontology/Surname"
"http://dbpedia.org/ontology/NaturalEvent","http://dbpedia.org/ontology/Earthquake"
"http://dbpedia.org/ontology/NaturalEvent","http://dbpedia.org/ontology/SolarEclipse"
"http://dbpedia.org/ontology/NaturalEvent","http://dbpedia.org/ontology/StormSurge"
"http://dbpedia.org/ontology/NaturalPlace","http://dbpedia.org/ontology/Archipelago"
"http://dbpedia.org/ontology/NaturalPlace","http://dbpedia.org/ontology/Beach"
"http://dbpedia.org/ontology/NaturalPlace","http://dbpedia.org/ontology/BodyOfWater"
"http://dbpedia.org/ontology/NaturalPlace","http://dbpedia.org/ontology/Cape"
"http://dbpedia.org/ontology/NaturalPlace","http://dbpedia.org/ontology/Cave"
"http://dbpedia.org/ontology/NaturalPlace","http://dbpedia.org/ontology/Crater"
"http://dbpedia.org/ontology/NaturalPlace","http://dbpedia.org/ontology/Desert"
"http://dbpedia.org/ontology/NaturalPlace","http://dbpedia.org/ontology/Forest"
"http://dbpedia.org/ontology/NaturalPlace","http://dbpedia.org/ontology/Glacier"
"http://dbpedia.org/ontology/NaturalPlace","http://dbpedia.org/ontology/HotSpring"
"http://dbpedia.org/ontology/NaturalPlace","http://dbpedia.org/ontology/Mountain"
"http://dbpedia.org/ontology/NaturalPlace","http://dbpedia.org/ontology/MountainPass"
"http://dbpedia.org/ontology/NaturalPlace","http://dbpedia.org/ontology/MountainRange"
"http://dbpedia.org/ontology/NaturalPlace","http://dbpedia.org/ontology/Valley"
"http://dbpedia.org/ontology/NaturalPlace","http://dbpedia.org/ontology/Volcano"
"http://dbpedia.org/ontology/NaturalPlace","http://dbpedia.org/ontology/گرم_پانی_کاقدرتی_چشم"
"http://dbpedia.org/ontology/Non-ProfitOrganisation","http://dbpedia.org/ontology/RecordOffice"
"http://dbpedia.org/ontology/Novel","http://dbpedia.org/ontology/LightNovel"
"http://dbpedia.org/ontology/Olympics","http://dbpedia.org/ontology/OlympicEvent"
"http://dbpedia.org/ontology/On-SiteTransportation","http://dbpedia.org/ontology/ConveyorSystem"
"http://dbpedia.org/ontology/On-SiteTransportation","http://dbpedia.org/ontology/Escalator"
"http://dbpedia.org/ontology/On-SiteTransportation","http://dbpedia.org/ontology/MovingWalkway"
"http://dbpedia.org/ontology/Organisation","http://dbpedia.org/ontology/Broadcaster"
"http://dbpedia.org/ontology/Organisation","http://dbpedia.org/ontology/Company"
"http://dbpedia.org/ontology/Organisation","http://dbpedia.org/ontology/EducationalInstitution"
"http://dbpedia.org/ontology/Organisation","http://dbpedia.org/ontology/EmployersOrganisation"
"http://dbpedia.org/ontology/Organisation","http://dbpedia.org/ontology/GeopoliticalOrganisation"
"http://dbpedia.org/ontology/Organisation","http://dbpedia.org/ontology/GovernmentAgency"
"http://dbpedia.org/ontology/Organisation","http://dbpedia.org/ontology/Group"
"http://dbpedia.org/ontology/Organisation","http://dbpedia.org/ontology/InternationalOrganisation"
"http://dbpedia.org/ontology/Organisation","http://dbpedia.org/ontology/Legislature"
"http://dbpedia.org/ontology/Organisation","http://dbpedia.org/ontology/MilitaryUnit"
"http://dbpedia.org/ontology/Organisation","http://dbpedia.org/ontology/Non-ProfitOrganisation"
"http://dbpedia.org/ontology/Organisation","http://dbpedia.org/ontology/Parliament"
"http://dbpedia.org/ontology/Organisation","http://dbpedia.org/ontology/PoliticalParty"
"http://dbpedia.org/ontology/Organisation","http://dbpedia.org/ontology/ReligiousOrganisation"
"http://dbpedia.org/ontology/Organisation","http://dbpedia.org/ontology/SambaSchool"
"http://dbpedia.org/ontology/Organisation","http://dbpedia.org/ontology/SportsClub"
"http://dbpedia.org/ontology/Organisation","http://dbpedia.org/ontology/SportsLeague"
"http://dbpedia.org/ontology/Organisation","http://dbpedia.org/ontology/SportsTeam"
"http://dbpedia.org/ontology/Organisation","http://dbpedia.org/ontology/TermOfOffice"
"http://dbpedia.org/ontology/Organisation","http://dbpedia.org/ontology/TradeUnion"
"http://dbpedia.org/ontology/OrganisationMember","http://dbpedia.org/ontology/SportsTeamMember"
"http://dbpedia.org/ontology/PeriodicalLiterature","http://dbpedia.org/ontology/AcademicJournal"
"http://dbpedia.org/ontology/PeriodicalLiterature","http://dbpedia.org/ontology/Magazine"
"http://dbpedia.org/ontology/PeriodicalLiterature","http://dbpedia.org/ontology/Newspaper"
"http://dbpedia.org/ontology/PeriodicalLiterature","http://dbpedia.org/ontology/UndergroundJournal"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Academic"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/AmericanLeader"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Archeologist"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Architect"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Aristocrat"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Artist"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Astronaut"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Athlete"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/BeautyQueen"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/BusinessPerson"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Chef"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Cleric"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Coach"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Criminal"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/DBpedian"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Economist"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Egyptologist"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Engineer"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Farmer"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/HorseTrainer"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Journalist"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Judge"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Lawyer"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Linguist"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Man"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/MemberResistanceMovement"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/MilitaryPerson"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Model"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Monarch"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/MovieDirector"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Noble"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/OfficeHolder"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/OrganisationMember"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Philosopher"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Pilot"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/PlayboyPlaymate"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/PoliceOfficer"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Politician"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/PoliticianSpouse"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Presenter"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Producer"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Psychologist"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Referee"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Religious"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/RomanEmperor"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Royalty"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Scientist"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/SportsManager"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Spy"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/TelevisionDirector"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/TheatreDirector"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Woman"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Writer"
"http://dbpedia.org/ontology/Person","http://dbpedia.org/ontology/Youtuber"
"http://dbpedia.org/ontology/PersonFunction","http://dbpedia.org/ontology/PoliticalFunction"
"http://dbpedia.org/ontology/PersonFunction","http://dbpedia.org/ontology/Profession"
"http://dbpedia.org/ontology/Place","http://dbpedia.org/ontology/CelestialBody"
"http://dbpedia.org/ontology/Place","http://dbpedia.org/ontology/Cemetery"
"http://dbpedia.org/ontology/Place","http://dbpedia.org/ontology/ConcentrationCamp"
"http://dbpedia.org/ontology/Place","http://dbpedia.org/ontology/CountrySeat"
"http://dbpedia.org/ontology/Place","http://dbpedia.org/ontology/Garden"
"http://dbpedia.org/ontology/Place","http://dbpedia.org/ontology/HistoricPlace"
"http://dbpedia.org/ontology/Place","http://dbpedia.org/ontology/Mine"
"http://dbpedia.org/ontology/Place","http://dbpedia.org/ontology/NaturalPlace"
"http://dbpedia.org/ontology/Place","http://dbpedia.org/ontology/Park"
"http://dbpedia.org/ontology/Place","http://dbpedia.org/ontology/PopulatedPlace"
"http://dbpedia.org/ontology/Place","http://dbpedia.org/ontology/ProtectedArea"
"http://dbpedia.org/ontology/Place","http://dbpedia.org/ontology/SiteOfSpecialScientificInterest"
"http://dbpedia.org/ontology/Place","http://dbpedia.org/ontology/WineRegion"
"http://dbpedia.org/ontology/Place","http://dbpedia.org/ontology/WorldHeritageSite"
"http://dbpedia.org/ontology/Place","http://dbpedia.org/ontology/قبرستان"
"http://dbpedia.org/ontology/Plant","http://dbpedia.org/ontology/ClubMoss"
"http://dbpedia.org/ontology/Plant","http://dbpedia.org/ontology/Conifer"
"http://dbpedia.org/ontology/Plant","http://dbpedia.org/ontology/CultivatedVariety"
"http://dbpedia.org/ontology/Plant","http://dbpedia.org/ontology/Cycad"
"http://dbpedia.org/ontology/Plant","http://dbpedia.org/ontology/Fern"
"http://dbpedia.org/ontology/Plant","http://dbpedia.org/ontology/FloweringPlant"
"http://dbpedia.org/ontology/Plant","http://dbpedia.org/ontology/Ginkgo"
"http://dbpedia.org/ontology/Plant","http://dbpedia.org/ontology/Gnetophytes"
"http://dbpedia.org/ontology/Plant","http://dbpedia.org/ontology/GreenAlga"
"http://dbpedia.org/ontology/Plant","http://dbpedia.org/ontology/Moss"
"http://dbpedia.org/ontology/Politician","http://dbpedia.org/ontology/Ambassador"
"http://dbpedia.org/ontology/Politician","http://dbpedia.org/ontology/Chancellor"
"http://dbpedia.org/ontology/Politician","http://dbpedia.org/ontology/Chief"
"http://dbpedia.org/ontology/Politician","http://dbpedia.org/ontology/Congressman"
"http://dbpedia.org/ontology/Politician","http://dbpedia.org/ontology/Deputy"
"http://dbpedia.org/ontology/Politician","http://dbpedia.org/ontology/Governor"
"http://dbpedia.org/ontology/Politician","http://dbpedia.org/ontology/Lieutenant"
"http://dbpedia.org/ontology/Politician","http://dbpedia.org/ontology/Mayor"
"http://dbpedia.org/ontology/Politician","http://dbpedia.org/ontology/MemberOfParliament"
"http://dbpedia.org/ontology/Politician","http://dbpedia.org/ontology/Minister"
"http://dbpedia.org/ontology/Politician","http://dbpedia.org/ontology/President"
"http://dbpedia.org/ontology/Politician","http://dbpedia.org/ontology/PrimeMinister"
"http://dbpedia.org/ontology/Politician","http://dbpedia.org/ontology/Senator"
"http://dbpedia.org/ontology/Politician","http://dbpedia.org/ontology/VicePresident"
"http://dbpedia.org/ontology/Politician","http://dbpedia.org/ontology/VicePrimeMinister"
"http://dbpedia.org/ontology/PopulatedPlace","http://dbpedia.org/ontology/Agglomeration"
"http://dbpedia.org/ontology/PopulatedPlace","http://dbpedia.org/ontology/Community"
"http://dbpedia.org/ontology/PopulatedPlace","http://dbpedia.org/ontology/Continent"
"http://dbpedia.org/ontology/PopulatedPlace","http://dbpedia.org/ontology/Country"
"http://dbpedia.org/ontology/PopulatedPlace","http://dbpedia.org/ontology/GatedCommunity"
"http://dbpedia.org/ontology/PopulatedPlace","http://dbpedia.org/ontology/Intercommunality"
"http://dbpedia.org/ontology/PopulatedPlace","http://dbpedia.org/ontology/Island"
"http://dbpedia.org/ontology/PopulatedPlace","http://dbpedia.org/ontology/Locality"
"http://dbpedia.org/ontology/PopulatedPlace","http://dbpedia.org/ontology/Region"
"http://dbpedia.org/ontology/PopulatedPlace","http://dbpedia.org/ontology/Settlement"
"http://dbpedia.org/ontology/PopulatedPlace","http://dbpedia.org/ontology/State"
"http://dbpedia.org/ontology/PopulatedPlace","http://dbpedia.org/ontology/Street"
"http://dbpedia.org/ontology/PopulatedPlace","http://dbpedia.org/ontology/Territory"
"http://dbpedia.org/ontology/PowerStation","http://dbpedia.org/ontology/NuclearPowerStation"
"http://dbpedia.org/ontology/Presenter","http://dbpedia.org/ontology/RadioHost"
"http://dbpedia.org/ontology/Presenter","http://dbpedia.org/ontology/TelevisionHost"
"http://dbpedia.org/ontology/Project","http://dbpedia.org/ontology/ResearchProject"
"http://dbpedia.org/ontology/Province","http://dbpedia.org/ontology/HistoricalProvince"
"http://dbpedia.org/ontology/PublicTransitSystem","http://dbpedia.org/ontology/Airline"
"http://dbpedia.org/ontology/PublicTransitSystem","http://dbpedia.org/ontology/BusCompany"
"http://dbpedia.org/ontology/Race","http://dbpedia.org/ontology/CyclingRace"
"http://dbpedia.org/ontology/Race","http://dbpedia.org/ontology/HorseRace"
"http://dbpedia.org/ontology/Race","http://dbpedia.org/ontology/MotorRace"
"http://dbpedia.org/ontology/RaceTrack","http://dbpedia.org/ontology/Racecourse"
"http://dbpedia.org/ontology/RacingDriver","http://dbpedia.org/ontology/DTMRacer"
"http://dbpedia.org/ontology/RacingDriver","http://dbpedia.org/ontology/FormulaOneRacer"
"http://dbpedia.org/ontology/RacingDriver","http://dbpedia.org/ontology/NascarDriver"
"http://dbpedia.org/ontology/RacingDriver","http://dbpedia.org/ontology/RallyDriver"
"http://dbpedia.org/ontology/Region","http://dbpedia.org/ontology/AdministrativeRegion"
"http://dbpedia.org/ontology/Region","http://dbpedia.org/ontology/HistoricalRegion"
"http://dbpedia.org/ontology/Region","http://dbpedia.org/ontology/NaturalRegion"
"http://dbpedia.org/ontology/Religious","http://dbpedia.org/ontology/JewishLeader"
"http://dbpedia.org/ontology/Religious","http://dbpedia.org/ontology/LatterDaySaint"
"http://dbpedia.org/ontology/Religious","http://dbpedia.org/ontology/Rebbe"
"http://dbpedia.org/ontology/ReligiousBuilding","http://dbpedia.org/ontology/Church"
"http://dbpedia.org/ontology/ReligiousBuilding","http://dbpedia.org/ontology/Monastery"
"http://dbpedia.org/ontology/ReligiousBuilding","http://dbpedia.org/ontology/Mosque"
"http://dbpedia.org/ontology/ReligiousBuilding","http://dbpedia.org/ontology/Shrine"
"http://dbpedia.org/ontology/ReligiousBuilding","http://dbpedia.org/ontology/Synagogue"
"http://dbpedia.org/ontology/ReligiousBuilding","http://dbpedia.org/ontology/Temple"
"http://dbpedia.org/ontology/ReligiousOrganisation","http://dbpedia.org/ontology/ClericalOrder"
"http://dbpedia.org/ontology/RouteOfTransportation","http://dbpedia.org/ontology/Bridge"
"http://dbpedia.org/ontology/RouteOfTransportation","http://dbpedia.org/ontology/RailwayLine"
"http://dbpedia.org/ontology/RouteOfTransportation","http://dbpedia.org/ontology/RailwayTunnel"
"http://dbpedia.org/ontology/RouteOfTransportation","http://dbpedia.org/ontology/Road"
"http://dbpedia.org/ontology/RouteOfTransportation","http://dbpedia.org/ontology/RoadJunction"
"http://dbpedia.org/ontology/RouteOfTransportation","http://dbpedia.org/ontology/RoadTunnel"
"http://dbpedia.org/ontology/RouteOfTransportation","http://dbpedia.org/ontology/WaterwayTunnel"
"http://dbpedia.org/ontology/Royalty","http://dbpedia.org/ontology/BritishRoyalty"
"http://dbpedia.org/ontology/Royalty","http://dbpedia.org/ontology/Pharaoh"
"http://dbpedia.org/ontology/Royalty","http://dbpedia.org/ontology/Pretender"
"http://dbpedia.org/ontology/Satellite","http://dbpedia.org/ontology/ArtificialSatellite"
"http://dbpedia.org/ontology/Scientist","http://dbpedia.org/ontology/Biologist"
"http://dbpedia.org/ontology/Scientist","http://dbpedia.org/ontology/Entomologist"
"http://dbpedia.org/ontology/Scientist","http://dbpedia.org/ontology/Medician"
"http://dbpedia.org/ontology/Scientist","http://dbpedia.org/ontology/Professor"
"http://dbpedia.org/ontology/Settlement","http://dbpedia.org/ontology/City"
"http://dbpedia.org/ontology/Settlement","http://dbpedia.org/ontology/CityDistrict"
"http://dbpedia.org/ontology/Settlement","http://dbpedia.org/ontology/HistoricalSettlement"
"http://dbpedia.org/ontology/Settlement","http://dbpedia.org/ontology/Town"
"http://dbpedia.org/ontology/Settlement","http://dbpedia.org/ontology/Village"
"http://dbpedia.org/ontology/SkiArea","http://dbpedia.org/ontology/SkiResort"
"http://dbpedia.org/ontology/SnookerPlayer","http://dbpedia.org/ontology/SnookerChamp"
"http://dbpedia.org/ontology/SoccerClub","http://dbpedia.org/ontology/NationalSoccerClub"
"http://dbpedia.org/ontology/SocietalEvent","http://dbpedia.org/ontology/AcademicConference"
"http://dbpedia.org/ontology/SocietalEvent","http://dbpedia.org/ontology/Attack"
"http://dbpedia.org/ontology/SocietalEvent","http://dbpedia.org/ontology/Convention"
"http://dbpedia.org/ontology/SocietalEvent","http://dbpedia.org/ontology/Election"
"http://dbpedia.org/ontology/SocietalEvent","http://dbpedia.org/ontology/FilmFestival"
"http://dbpedia.org/ontology/SocietalEvent","http://dbpedia.org/ontology/HistoricalEvent"
"http://dbpedia.org/ontology/SocietalEvent","http://dbpedia.org/ontology/Meeting"
"http://dbpedia.org/ontology/SocietalEvent","http://dbpedia.org/ontology/MilitaryConflict"
"http://dbpedia.org/ontology/SocietalEvent","http://dbpedia.org/ontology/MusicFestival"
"http://dbpedia.org/ontology/SocietalEvent","http://dbpedia.org/ontology/Rebellion"
"http://dbpedia.org/ontology/SocietalEvent","http://dbpedia.org/ontology/SpaceMission"
"http://dbpedia.org/ontology/SocietalEvent","http://dbpedia.org/ontology/SportsEvent"
"http://dbpedia.org/ontology/Software","http://dbpedia.org/ontology/VideoGame"
"http://dbpedia.org/ontology/Song","http://dbpedia.org/ontology/EurovisionSongContestEntry"
"http://dbpedia.org/ontology/Species","http://dbpedia.org/ontology/Archaea"
"http://dbpedia.org/ontology/Species","http://dbpedia.org/ontology/Bacteria"
"http://dbpedia.org/ontology/Species","http://dbpedia.org/ontology/Eukaryote"
"http://dbpedia.org/ontology/Sport","http://dbpedia.org/ontology/Athletics"
"http://dbpedia.org/ontology/Sport","http://dbpedia.org/ontology/TeamSport"
"http://dbpedia.org/ontology/SportCompetitionResult","http://dbpedia.org/ontology/OlympicResult"
"http://dbpedia.org/ontology/SportCompetitionResult","http://dbpedia.org/ontology/SnookerWorldRanking"
"http://dbpedia.org/ontology/SportFacility","http://dbpedia.org/ontology/CricketGround"
"http://dbpedia.org/ontology/SportFacility","http://dbpedia.org/ontology/GolfCourse"
"http://dbpedia.org/ontology/SportFacility","http://dbpedia.org/ontology/RaceTrack"
"http://dbpedia.org/ontology/SportFacility","http://dbpedia.org/ontology/SkiArea"
"http://dbpedia.org/ontology/SportsClub","http://dbpedia.org/ontology/HockeyClub"
"http://dbpedia.org/ontology/SportsClub","http://dbpedia.org/ontology/RugbyClub"
"http://dbpedia.org/ontology/SportsClub","http://dbpedia.org/ontology/SoccerClub"
"http://dbpedia.org/ontology/SportsEvent","http://dbpedia.org/ontology/CyclingCompetition"
"http://dbpedia.org/ontology/SportsEvent","http://dbpedia.org/ontology/FootballMatch"
"http://dbpedia.org/ontology/SportsEvent","http://dbpedia.org/ontology/GrandPrix"
"http://dbpedia.org/ontology/SportsEvent","http://dbpedia.org/ontology/InternationalFootballLeagueEvent"
"http://dbpedia.org/ontology/SportsEvent","http://dbpedia.org/ontology/MixedMartialArtsEvent"
"http://dbpedia.org/ontology/SportsEvent","http://dbpedia.org/ontology/NationalFootballLeagueEvent"
"http://dbpedia.org/ontology/SportsEvent","http://dbpedia.org/ontology/Olympics"
"http://dbpedia.org/ontology/SportsEvent","http://dbpedia.org/ontology/Race"
"http://dbpedia.org/ontology/SportsEvent","http://dbpedia.org/ontology/Tournament"
"http://dbpedia.org/ontology/SportsEvent","http://dbpedia.org/ontology/WrestlingEvent"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/AmericanFootballLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/AustralianFootballLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/AutoRacingLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/BaseballLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/BasketballLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/BowlingLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/BoxingLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/CanadianFootballLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/CricketLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/CurlingLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/CyclingLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/FieldHockeyLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/FormulaOneRacing"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/GolfLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/HandballLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/IceHockeyLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/InlineHockeyLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/LacrosseLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/MixedMartialArtsLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/MotorcycleRacingLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/PaintballLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/PoloLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/RadioControlledRacingLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/RugbyLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/SoccerLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/SoftballLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/SpeedwayLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/TennisLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/VideogamesLeague"
"http://dbpedia.org/ontology/SportsLeague","http://dbpedia.org/ontology/VolleyballLeague"
"http://dbpedia.org/ontology/SportsManager","http://dbpedia.org/ontology/SoccerManager"
"http://dbpedia.org/ontology/SportsSeason","http://dbpedia.org/ontology/MotorsportSeason"
"http://dbpedia.org/ontology/SportsSeason","http://dbpedia.org/ontology/SportsTeamSeason"
"http://dbpedia.org/ontology/SportsTeam","http://dbpedia.org/ontology/AmericanFootballTeam"
"http://dbpedia.org/ontology/SportsTeam","http://dbpedia.org/ontology/AustralianFootballTeam"
"http://dbpedia.org/ontology/SportsTeam","http://dbpedia.org/ontology/BaseballTeam"
"http://dbpedia.org/ontology/SportsTeam","http://dbpedia.org/ontology/BasketballTeam"
"http://dbpedia.org/ontology/SportsTeam","http://dbpedia.org/ontology/CanadianFootballTeam"
"http://dbpedia.org/ontology/SportsTeam","http://dbpedia.org/ontology/CricketTeam"
"http://dbpedia.org/ontology/SportsTeam","http://dbpedia.org/ontology/CyclingTeam"
"http://dbpedia.org/ontology/SportsTeam","http://dbpedia.org/ontology/FormulaOneTeam"
"http://dbpedia.org/ontology/SportsTeam","http://dbpedia.org/ontology/HandballTeam"
"http://dbpedia.org/ontology/SportsTeam","http://dbpedia.org/ontology/HockeyTeam"
"http://dbpedia.org/ontology/SportsTeam","http://dbpedia.org/ontology/SpeedwayTeam"
"http://dbpedia.org/ontology/SportsTeamSeason","http://dbpedia.org/ontology/BaseballSeason"
"http://dbpedia.org/ontology/SportsTeamSeason","http://dbpedia.org/ontology/FootballLeagueSeason"
"http://dbpedia.org/ontology/SportsTeamSeason","http://dbpedia.org/ontology/NCAATeamSeason"
"http://dbpedia.org/ontology/SportsTeamSeason","http://dbpedia.org/ontology/SoccerClubSeason"
"http://dbpedia.org/ontology/SportsTeamSeason","http://dbpedia.org/ontology/SoccerLeagueSeason"
"http://dbpedia.org/ontology/Star","http://dbpedia.org/ontology/BrownDwarf"
"http://dbpedia.org/ontology/Station","http://dbpedia.org/ontology/MetroStation"
"http://dbpedia.org/ontology/Station","http://dbpedia.org/ontology/RailwayStation"
"http://dbpedia.org/ontology/Station","http://dbpedia.org/ontology/RouteStop"
"http://dbpedia.org/ontology/Station","http://dbpedia.org/ontology/TramStation"
"http://dbpedia.org/ontology/Stream","http://dbpedia.org/ontology/Canal"
"http://dbpedia.org/ontology/Stream","http://dbpedia.org/ontology/River"
"http://dbpedia.org/ontology/Swarm","http://dbpedia.org/ontology/Globularswarm"
"http://dbpedia.org/ontology/Swarm","http://dbpedia.org/ontology/Openswarm"
"http://dbpedia.org/ontology/Territory","http://dbpedia.org/ontology/OldTerritory"
"http://dbpedia.org/ontology/TheologicalConcept","http://dbpedia.org/ontology/ChristianDoctrine"
"http://dbpedia.org/ontology/TimeInterval","http://dbpedia.org/ontology/Holiday"
"http://dbpedia.org/ontology/TimePeriod","http://dbpedia.org/ontology/CareerStation"
"http://dbpedia.org/ontology/TimePeriod","http://dbpedia.org/ontology/GeologicalPeriod"
"http://dbpedia.org/ontology/TimePeriod","http://dbpedia.org/ontology/HistoricalPeriod"
"http://dbpedia.org/ontology/TimePeriod","http://dbpedia.org/ontology/PeriodOfArtisticStyle"
"http://dbpedia.org/ontology/TimePeriod","http://dbpedia.org/ontology/PrehistoricalPeriod"
"http://dbpedia.org/ontology/TimePeriod","http://dbpedia.org/ontology/ProtohistoricalPeriod"
"http://dbpedia.org/ontology/TimePeriod","http://dbpedia.org/ontology/Reign"
"http://dbpedia.org/ontology/TimePeriod","http://dbpedia.org/ontology/Tenure"
"http://dbpedia.org/ontology/TimePeriod","http://dbpedia.org/ontology/Year"
