superclass,subclass,last_word_superclass,last_word_subclass
http://dbpedia.org/ontology/Plant,http://dbpedia.org/ontology/Cycad,Plant,Cycad
http://dbpedia.org/ontology/Plant,http://dbpedia.org/ontology/Fern,Plant,Fern
http://dbpedia.org/ontology/Plant,http://dbpedia.org/ontology/FloweringPlant,Plant,FloweringPlant
http://dbpedia.org/ontology/Plant,http://dbpedia.org/ontology/Ginkgo,Plant,Ginkgo
http://dbpedia.org/ontology/Plant,http://dbpedia.org/ontology/Gnetophytes,Plant,Gnetophytes
http://dbpedia.org/ontology/Plant,http://dbpedia.org/ontology/GreenAlga,Plant,GreenAlga
http://dbpedia.org/ontology/Plant,http://dbpedia.org/ontology/Moss,Plant,Moss
http://dbpedia.org/ontology/Politician,http://dbpedia.org/ontology/Ambassador,Politician,Ambassador
http://dbpedia.org/ontology/Politician,http://dbpedia.org/ontology/Chancellor,Politician,Chancellor
http://dbpedia.org/ontology/Politician,http://dbpedia.org/ontology/Chief,Politician,Chief
http://dbpedia.org/ontology/Politician,http://dbpedia.org/ontology/Congressman,Politician,Congressman
http://dbpedia.org/ontology/Politician,http://dbpedia.org/ontology/Deputy,Politician,Deputy
http://dbpedia.org/ontology/Politician,http://dbpedia.org/ontology/Governor,Politician,Governor
http://dbpedia.org/ontology/Politician,http://dbpedia.org/ontology/Lieutenant,Politician,Lieutenant
http://dbpedia.org/ontology/Politician,http://dbpedia.org/ontology/Mayor,Politician,Mayor
http://dbpedia.org/ontology/Politician,http://dbpedia.org/ontology/MemberOfParliament,Politician,MemberOfParliament
http://dbpedia.org/ontology/Politician,http://dbpedia.org/ontology/Minister,Politician,Minister
http://dbpedia.org/ontology/Politician,http://dbpedia.org/ontology/President,Politician,President
http://dbpedia.org/ontology/Politician,http://dbpedia.org/ontology/PrimeMinister,Politician,PrimeMinister
http://dbpedia.org/ontology/Politician,http://dbpedia.org/ontology/Senator,Politician,Senator
http://dbpedia.org/ontology/Politician,http://dbpedia.org/ontology/VicePresident,Politician,VicePresident
http://dbpedia.org/ontology/Politician,http://dbpedia.org/ontology/VicePrimeMinister,Politician,VicePrimeMinister
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Agglomeration,PopulatedPlace,Agglomeration
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Community,PopulatedPlace,Community
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Continent,PopulatedPlace,Continent
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Country,PopulatedPlace,Country
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/GatedCommunity,PopulatedPlace,GatedCommunity
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Intercommunality,PopulatedPlace,Intercommunality
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Island,PopulatedPlace,Island
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Locality,PopulatedPlace,Locality
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Region,PopulatedPlace,Region
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Settlement,PopulatedPlace,Settlement
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/State,PopulatedPlace,State
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Street,PopulatedPlace,Street
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Territory,PopulatedPlace,Territory
http://dbpedia.org/ontology/PowerStation,http://dbpedia.org/ontology/NuclearPowerStation,PowerStation,NuclearPowerStation
http://dbpedia.org/ontology/Presenter,http://dbpedia.org/ontology/RadioHost,Presenter,RadioHost
http://dbpedia.org/ontology/Presenter,http://dbpedia.org/ontology/TelevisionHost,Presenter,TelevisionHost
http://dbpedia.org/ontology/Project,http://dbpedia.org/ontology/ResearchProject,Project,ResearchProject
http://dbpedia.org/ontology/Province,http://dbpedia.org/ontology/HistoricalProvince,Province,HistoricalProvince
http://dbpedia.org/ontology/PublicTransitSystem,http://dbpedia.org/ontology/Airline,PublicTransitSystem,Airline
http://dbpedia.org/ontology/PublicTransitSystem,http://dbpedia.org/ontology/BusCompany,PublicTransitSystem,BusCompany
http://dbpedia.org/ontology/Race,http://dbpedia.org/ontology/CyclingRace,Race,CyclingRace
http://dbpedia.org/ontology/Race,http://dbpedia.org/ontology/HorseRace,Race,HorseRace
http://dbpedia.org/ontology/Race,http://dbpedia.org/ontology/MotorRace,Race,MotorRace
http://dbpedia.org/ontology/RaceTrack,http://dbpedia.org/ontology/Racecourse,RaceTrack,Racecourse
http://dbpedia.org/ontology/RacingDriver,http://dbpedia.org/ontology/DTMRacer,RacingDriver,DTMRacer
http://dbpedia.org/ontology/RacingDriver,http://dbpedia.org/ontology/FormulaOneRacer,RacingDriver,FormulaOneRacer
http://dbpedia.org/ontology/RacingDriver,http://dbpedia.org/ontology/NascarDriver,RacingDriver,NascarDriver
http://dbpedia.org/ontology/RacingDriver,http://dbpedia.org/ontology/RallyDriver,RacingDriver,RallyDriver
http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/AdministrativeRegion,Region,AdministrativeRegion
http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/HistoricalRegion,Region,HistoricalRegion
http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/NaturalRegion,Region,NaturalRegion
http://dbpedia.org/ontology/Religious,http://dbpedia.org/ontology/JewishLeader,Religious,JewishLeader
http://dbpedia.org/ontology/Religious,http://dbpedia.org/ontology/LatterDaySaint,Religious,LatterDaySaint
http://dbpedia.org/ontology/Religious,http://dbpedia.org/ontology/Rebbe,Religious,Rebbe
http://dbpedia.org/ontology/ReligiousBuilding,http://dbpedia.org/ontology/Church,ReligiousBuilding,Church
http://dbpedia.org/ontology/ReligiousBuilding,http://dbpedia.org/ontology/Monastery,ReligiousBuilding,Monastery
http://dbpedia.org/ontology/ReligiousBuilding,http://dbpedia.org/ontology/Mosque,ReligiousBuilding,Mosque
http://dbpedia.org/ontology/ReligiousBuilding,http://dbpedia.org/ontology/Shrine,ReligiousBuilding,Shrine
http://dbpedia.org/ontology/ReligiousBuilding,http://dbpedia.org/ontology/Synagogue,ReligiousBuilding,Synagogue
http://dbpedia.org/ontology/ReligiousBuilding,http://dbpedia.org/ontology/Temple,ReligiousBuilding,Temple
http://dbpedia.org/ontology/ReligiousOrganisation,http://dbpedia.org/ontology/ClericalOrder,ReligiousOrganisation,ClericalOrder
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/Bridge,RouteOfTransportation,Bridge
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/RailwayLine,RouteOfTransportation,RailwayLine
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/RailwayTunnel,RouteOfTransportation,RailwayTunnel
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/Road,RouteOfTransportation,Road
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/RoadJunction,RouteOfTransportation,RoadJunction
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/RoadTunnel,RouteOfTransportation,RoadTunnel
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/WaterwayTunnel,RouteOfTransportation,WaterwayTunnel
http://dbpedia.org/ontology/Royalty,http://dbpedia.org/ontology/BritishRoyalty,Royalty,BritishRoyalty
http://dbpedia.org/ontology/Royalty,http://dbpedia.org/ontology/Pharaoh,Royalty,Pharaoh
http://dbpedia.org/ontology/Royalty,http://dbpedia.org/ontology/Pretender,Royalty,Pretender
http://dbpedia.org/ontology/Satellite,http://dbpedia.org/ontology/ArtificialSatellite,Satellite,ArtificialSatellite
http://dbpedia.org/ontology/Scientist,http://dbpedia.org/ontology/Biologist,Scientist,Biologist
http://dbpedia.org/ontology/Scientist,http://dbpedia.org/ontology/Entomologist,Scientist,Entomologist
http://dbpedia.org/ontology/Scientist,http://dbpedia.org/ontology/Medician,Scientist,Medician
http://dbpedia.org/ontology/Scientist,http://dbpedia.org/ontology/Professor,Scientist,Professor
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/City,Settlement,City
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/CityDistrict,Settlement,CityDistrict
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/HistoricalSettlement,Settlement,HistoricalSettlement
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/Town,Settlement,Town
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/Village,Settlement,Village
http://dbpedia.org/ontology/SkiArea,http://dbpedia.org/ontology/SkiResort,SkiArea,SkiResort
http://dbpedia.org/ontology/SnookerPlayer,http://dbpedia.org/ontology/SnookerChamp,SnookerPlayer,SnookerChamp
http://dbpedia.org/ontology/SoccerClub,http://dbpedia.org/ontology/NationalSoccerClub,SoccerClub,NationalSoccerClub
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/ontology/AcademicConference,SocietalEvent,AcademicConference
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/ontology/Attack,SocietalEvent,Attack
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/ontology/Convention,SocietalEvent,Convention
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/ontology/Election,SocietalEvent,Election
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/ontology/FilmFestival,SocietalEvent,FilmFestival
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/ontology/HistoricalEvent,SocietalEvent,HistoricalEvent
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/ontology/Meeting,SocietalEvent,Meeting
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/ontology/MilitaryConflict,SocietalEvent,MilitaryConflict
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/ontology/MusicFestival,SocietalEvent,MusicFestival
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/ontology/Rebellion,SocietalEvent,Rebellion
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/ontology/SpaceMission,SocietalEvent,SpaceMission
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/ontology/SportsEvent,SocietalEvent,SportsEvent
http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/VideoGame,Software,VideoGame
http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/EurovisionSongContestEntry,Song,EurovisionSongContestEntry
http://dbpedia.org/ontology/Species,http://dbpedia.org/ontology/Archaea,Species,Archaea
http://dbpedia.org/ontology/Species,http://dbpedia.org/ontology/Bacteria,Species,Bacteria
http://dbpedia.org/ontology/Species,http://dbpedia.org/ontology/Eukaryote,Species,Eukaryote
http://dbpedia.org/ontology/Sport,http://dbpedia.org/ontology/Athletics,Sport,Athletics
http://dbpedia.org/ontology/Sport,http://dbpedia.org/ontology/TeamSport,Sport,TeamSport
http://dbpedia.org/ontology/SportCompetitionResult,http://dbpedia.org/ontology/OlympicResult,SportCompetitionResult,OlympicResult
http://dbpedia.org/ontology/SportCompetitionResult,http://dbpedia.org/ontology/SnookerWorldRanking,SportCompetitionResult,SnookerWorldRanking
http://dbpedia.org/ontology/SportFacility,http://dbpedia.org/ontology/CricketGround,SportFacility,CricketGround
http://dbpedia.org/ontology/SportFacility,http://dbpedia.org/ontology/GolfCourse,SportFacility,GolfCourse
http://dbpedia.org/ontology/SportFacility,http://dbpedia.org/ontology/RaceTrack,SportFacility,RaceTrack
http://dbpedia.org/ontology/SportFacility,http://dbpedia.org/ontology/SkiArea,SportFacility,SkiArea
http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/HockeyClub,SportsClub,HockeyClub
http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/RugbyClub,SportsClub,RugbyClub
http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/SoccerClub,SportsClub,SoccerClub
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/ontology/CyclingCompetition,SportsEvent,CyclingCompetition
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/ontology/FootballMatch,SportsEvent,FootballMatch
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/ontology/GrandPrix,SportsEvent,GrandPrix
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/ontology/InternationalFootballLeagueEvent,SportsEvent,InternationalFootballLeagueEvent
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/ontology/MixedMartialArtsEvent,SportsEvent,MixedMartialArtsEvent
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/ontology/NationalFootballLeagueEvent,SportsEvent,NationalFootballLeagueEvent
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/ontology/Olympics,SportsEvent,Olympics
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/ontology/Race,SportsEvent,Race
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/ontology/Tournament,SportsEvent,Tournament
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/ontology/WrestlingEvent,SportsEvent,WrestlingEvent
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/AmericanFootballLeague,SportsLeague,AmericanFootballLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/AustralianFootballLeague,SportsLeague,AustralianFootballLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/AutoRacingLeague,SportsLeague,AutoRacingLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/BaseballLeague,SportsLeague,BaseballLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/BasketballLeague,SportsLeague,BasketballLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/BowlingLeague,SportsLeague,BowlingLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/BoxingLeague,SportsLeague,BoxingLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/CanadianFootballLeague,SportsLeague,CanadianFootballLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/CricketLeague,SportsLeague,CricketLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/CurlingLeague,SportsLeague,CurlingLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/CyclingLeague,SportsLeague,CyclingLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/FieldHockeyLeague,SportsLeague,FieldHockeyLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/FormulaOneRacing,SportsLeague,FormulaOneRacing
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/GolfLeague,SportsLeague,GolfLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/HandballLeague,SportsLeague,HandballLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/IceHockeyLeague,SportsLeague,IceHockeyLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/InlineHockeyLeague,SportsLeague,InlineHockeyLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/LacrosseLeague,SportsLeague,LacrosseLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/MixedMartialArtsLeague,SportsLeague,MixedMartialArtsLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/MotorcycleRacingLeague,SportsLeague,MotorcycleRacingLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/PaintballLeague,SportsLeague,PaintballLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/PoloLeague,SportsLeague,PoloLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/RadioControlledRacingLeague,SportsLeague,RadioControlledRacingLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/RugbyLeague,SportsLeague,RugbyLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/SoccerLeague,SportsLeague,SoccerLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/SoftballLeague,SportsLeague,SoftballLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/SpeedwayLeague,SportsLeague,SpeedwayLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/TennisLeague,SportsLeague,TennisLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/VideogamesLeague,SportsLeague,VideogamesLeague
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/VolleyballLeague,SportsLeague,VolleyballLeague
http://dbpedia.org/ontology/SportsManager,http://dbpedia.org/ontology/SoccerManager,SportsManager,SoccerManager
http://dbpedia.org/ontology/SportsSeason,http://dbpedia.org/ontology/MotorsportSeason,SportsSeason,MotorsportSeason
http://dbpedia.org/ontology/SportsSeason,http://dbpedia.org/ontology/SportsTeamSeason,SportsSeason,SportsTeamSeason
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/AmericanFootballTeam,SportsTeam,AmericanFootballTeam
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/AustralianFootballTeam,SportsTeam,AustralianFootballTeam
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/BaseballTeam,SportsTeam,BaseballTeam
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/BasketballTeam,SportsTeam,BasketballTeam
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/CanadianFootballTeam,SportsTeam,CanadianFootballTeam
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/CricketTeam,SportsTeam,CricketTeam
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/CyclingTeam,SportsTeam,CyclingTeam
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/FormulaOneTeam,SportsTeam,FormulaOneTeam
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/HandballTeam,SportsTeam,HandballTeam
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/HockeyTeam,SportsTeam,HockeyTeam
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/SpeedwayTeam,SportsTeam,SpeedwayTeam
http://dbpedia.org/ontology/SportsTeamSeason,http://dbpedia.org/ontology/BaseballSeason,SportsTeamSeason,BaseballSeason
http://dbpedia.org/ontology/SportsTeamSeason,http://dbpedia.org/ontology/FootballLeagueSeason,SportsTeamSeason,FootballLeagueSeason
http://dbpedia.org/ontology/SportsTeamSeason,http://dbpedia.org/ontology/NCAATeamSeason,SportsTeamSeason,NCAATeamSeason
http://dbpedia.org/ontology/SportsTeamSeason,http://dbpedia.org/ontology/SoccerClubSeason,SportsTeamSeason,SoccerClubSeason
http://dbpedia.org/ontology/SportsTeamSeason,http://dbpedia.org/ontology/SoccerLeagueSeason,SportsTeamSeason,SoccerLeagueSeason
http://dbpedia.org/ontology/Star,http://dbpedia.org/ontology/BrownDwarf,Star,BrownDwarf
http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/MetroStation,Station,MetroStation
http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/RailwayStation,Station,RailwayStation
http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/RouteStop,Station,RouteStop
http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/TramStation,Station,TramStation
http://dbpedia.org/ontology/Stream,http://dbpedia.org/ontology/Canal,Stream,Canal
http://dbpedia.org/ontology/Stream,http://dbpedia.org/ontology/River,Stream,River
http://dbpedia.org/ontology/Swarm,http://dbpedia.org/ontology/Globularswarm,Swarm,Globularswarm
http://dbpedia.org/ontology/Swarm,http://dbpedia.org/ontology/Openswarm,Swarm,Openswarm
http://dbpedia.org/ontology/Territory,http://dbpedia.org/ontology/OldTerritory,Territory,OldTerritory
http://dbpedia.org/ontology/TheologicalConcept,http://dbpedia.org/ontology/ChristianDoctrine,TheologicalConcept,ChristianDoctrine
http://dbpedia.org/ontology/TimeInterval,http://dbpedia.org/ontology/Holiday,TimeInterval,Holiday
http://dbpedia.org/ontology/TimePeriod,http://dbpedia.org/ontology/CareerStation,TimePeriod,CareerStation
http://dbpedia.org/ontology/TimePeriod,http://dbpedia.org/ontology/GeologicalPeriod,TimePeriod,GeologicalPeriod
http://dbpedia.org/ontology/TimePeriod,http://dbpedia.org/ontology/HistoricalPeriod,TimePeriod,HistoricalPeriod
http://dbpedia.org/ontology/TimePeriod,http://dbpedia.org/ontology/PeriodOfArtisticStyle,TimePeriod,PeriodOfArtisticStyle
http://dbpedia.org/ontology/TimePeriod,http://dbpedia.org/ontology/PrehistoricalPeriod,TimePeriod,PrehistoricalPeriod
http://dbpedia.org/ontology/TimePeriod,http://dbpedia.org/ontology/ProtohistoricalPeriod,TimePeriod,ProtohistoricalPeriod
http://dbpedia.org/ontology/TimePeriod,http://dbpedia.org/ontology/Reign,TimePeriod,Reign
http://dbpedia.org/ontology/TimePeriod,http://dbpedia.org/ontology/Tenure,TimePeriod,Tenure
http://dbpedia.org/ontology/TimePeriod,http://dbpedia.org/ontology/Year,TimePeriod,Year
http://dbpedia.org/ontology/TimePeriod,http://dbpedia.org/ontology/YearInSpaceflight,TimePeriod,YearInSpaceflight
http://dbpedia.org/ontology/TopicalConcept,http://dbpedia.org/ontology/AcademicSubject,TopicalConcept,AcademicSubject
http://dbpedia.org/ontology/TopicalConcept,http://dbpedia.org/ontology/CardinalDirection,TopicalConcept,CardinalDirection
http://dbpedia.org/ontology/TopicalConcept,http://dbpedia.org/ontology/Fashion,TopicalConcept,Fashion
http://dbpedia.org/ontology/TopicalConcept,http://dbpedia.org/ontology/Genre,TopicalConcept,Genre
http://dbpedia.org/ontology/TopicalConcept,http://dbpedia.org/ontology/Ideology,TopicalConcept,Ideology
http://dbpedia.org/ontology/TopicalConcept,http://dbpedia.org/ontology/MathematicalConcept,TopicalConcept,MathematicalConcept
http://dbpedia.org/ontology/TopicalConcept,http://dbpedia.org/ontology/PhilosophicalConcept,TopicalConcept,PhilosophicalConcept
http://dbpedia.org/ontology/TopicalConcept,http://dbpedia.org/ontology/PoliticalConcept,TopicalConcept,PoliticalConcept
http://dbpedia.org/ontology/TopicalConcept,http://dbpedia.org/ontology/ScientificConcept,TopicalConcept,ScientificConcept
http://dbpedia.org/ontology/TopicalConcept,http://dbpedia.org/ontology/Standard,TopicalConcept,Standard
http://dbpedia.org/ontology/TopicalConcept,http://dbpedia.org/ontology/SystemOfLaw,TopicalConcept,SystemOfLaw
http://dbpedia.org/ontology/TopicalConcept,http://dbpedia.org/ontology/Tax,TopicalConcept,Tax
http://dbpedia.org/ontology/TopicalConcept,http://dbpedia.org/ontology/Taxon,TopicalConcept,Taxon
http://dbpedia.org/ontology/TopicalConcept,http://dbpedia.org/ontology/TheologicalConcept,TopicalConcept,TheologicalConcept
http://dbpedia.org/ontology/TopicalConcept,http://dbpedia.org/ontology/Type,TopicalConcept,Type
http://dbpedia.org/ontology/Tournament,http://dbpedia.org/ontology/GolfTournament,Tournament,GolfTournament
http://dbpedia.org/ontology/Tournament,http://dbpedia.org/ontology/SoccerTournament,Tournament,SoccerTournament
http://dbpedia.org/ontology/Tournament,http://dbpedia.org/ontology/TennisTournament,Tournament,TennisTournament
http://dbpedia.org/ontology/Tournament,http://dbpedia.org/ontology/WomensTennisAssociationTournament,Tournament,WomensTennisAssociationTournament
http://dbpedia.org/ontology/Tower,http://dbpedia.org/ontology/Lighthouse,Tower,Lighthouse
http://dbpedia.org/ontology/Tower,http://dbpedia.org/ontology/WaterTower,Tower,WaterTower
http://dbpedia.org/ontology/Type,http://dbpedia.org/ontology/DocumentType,Type,DocumentType
http://dbpedia.org/ontology/Type,http://dbpedia.org/ontology/GovernmentType,Type,GovernmentType
http://dbpedia.org/ontology/UnitOfWork,http://dbpedia.org/ontology/Case,UnitOfWork,Case
http://dbpedia.org/ontology/UnitOfWork,http://dbpedia.org/ontology/Project,UnitOfWork,Project
http://dbpedia.org/ontology/Unknown,http://dbpedia.org/ontology/WikimediaTemplate,Unknown,WikimediaTemplate
http://dbpedia.org/ontology/Venue,http://dbpedia.org/ontology/Cinema,Venue,Cinema
http://dbpedia.org/ontology/Venue,http://dbpedia.org/ontology/Stadium,Venue,Stadium
http://dbpedia.org/ontology/Venue,http://dbpedia.org/ontology/Theatre,Venue,Theatre
http://dbpedia.org/ontology/VolleyballPlayer,http://dbpedia.org/ontology/BeachVolleyballPlayer,VolleyballPlayer,BeachVolleyballPlayer
http://dbpedia.org/ontology/Wine,http://dbpedia.org/ontology/ControlledDesignationOfOriginWine,Wine,ControlledDesignationOfOriginWine
http://dbpedia.org/ontology/WinterSportPlayer,http://dbpedia.org/ontology/Biathlete,WinterSportPlayer,Biathlete
http://dbpedia.org/ontology/WinterSportPlayer,http://dbpedia.org/ontology/BobsleighAthlete,WinterSportPlayer,BobsleighAthlete
http://dbpedia.org/ontology/WinterSportPlayer,http://dbpedia.org/ontology/CrossCountrySkier,WinterSportPlayer,CrossCountrySkier
http://dbpedia.org/ontology/WinterSportPlayer,http://dbpedia.org/ontology/Curler,WinterSportPlayer,Curler
http://dbpedia.org/ontology/WinterSportPlayer,http://dbpedia.org/ontology/FigureSkater,WinterSportPlayer,FigureSkater
http://dbpedia.org/ontology/WinterSportPlayer,http://dbpedia.org/ontology/IceHockeyPlayer,WinterSportPlayer,IceHockeyPlayer
http://dbpedia.org/ontology/WinterSportPlayer,http://dbpedia.org/ontology/NordicCombined,WinterSportPlayer,NordicCombined
http://dbpedia.org/ontology/WinterSportPlayer,http://dbpedia.org/ontology/Skater,WinterSportPlayer,Skater
http://dbpedia.org/ontology/WinterSportPlayer,http://dbpedia.org/ontology/Ski_jumper,WinterSportPlayer,Ski_jumper
http://dbpedia.org/ontology/WinterSportPlayer,http://dbpedia.org/ontology/Skier,WinterSportPlayer,Skier
http://dbpedia.org/ontology/WinterSportPlayer,http://dbpedia.org/ontology/SpeedSkater,WinterSportPlayer,SpeedSkater
http://dbpedia.org/ontology/WinterSportPlayer,http://dbpedia.org/ontology/بائیتھلیٹ,WinterSportPlayer,بائیتھلیٹ
http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Artwork,Work,Artwork
http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/CollectionOfValuables,Work,CollectionOfValuables
http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Database,Work,Database
http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Document,Work,Document
http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Film,Work,Film
http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/LineOfFashion,Work,LineOfFashion
http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/MusicalWork,Work,MusicalWork
http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/RadioProgram,Work,RadioProgram
http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Software,Work,Software
http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/TelevisionEpisode,Work,TelevisionEpisode
http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/TelevisionSeason,Work,TelevisionSeason
http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/TelevisionShow,Work,TelevisionShow
http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Website,Work,Website
http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/WrittenWork,Work,WrittenWork
