"property","superproperty"
"http://dbpedia.org/ontology/nobelLaureates","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/notableWine","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/officerInCharge","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/opponent","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/otherParty","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isMemberOf"
"http://dbpedia.org/ontology/parentMountainPeak","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/patronSaint","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/placeOfBurial","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation"
"http://dbpedia.org/ontology/principal","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/principalArea","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf"
"http://dbpedia.org/ontology/principalEngineer","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/saint","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/selection","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasSetting"
"http://dbpedia.org/ontology/supplies","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/typeOfElectrification","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isClassifiedBy"
"http://dbpedia.org/ontology/vein","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary"
"http://dbpedia.org/ontology/viceChancellor","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/wineRegion","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation"
"http://dbpedia.org/ontology/administrativeCollectivity","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/borough","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation"
"http://dbpedia.org/ontology/currentProduction","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/ethnicGroup","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf"
"http://dbpedia.org/ontology/firstRace","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isParticipantIn"
"http://dbpedia.org/ontology/formerChoreographer","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/highestPlace","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf"
"http://dbpedia.org/ontology/isPartOfWineRegion","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isPartOf"
"http://dbpedia.org/ontology/isPartOfWineRegion","http://dbpedia.org/ontology/isPartOf"
"http://dbpedia.org/ontology/island","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf"
"http://dbpedia.org/ontology/lastRace","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isParticipantIn"
"http://dbpedia.org/ontology/lymph","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary"
"http://dbpedia.org/ontology/precursor","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/regionalLanguage","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf"
"http://dbpedia.org/ontology/sales","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasSetting"
"http://dbpedia.org/ontology/sisterCollege","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/subregion","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasPart"
"http://dbpedia.org/ontology/varietals","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf"
"http://dbpedia.org/ontology/winsAtChallenges","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isParticipantIn"
"http://dbpedia.org/ontology/winsAtMajors","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isParticipantIn"
"http://dbpedia.org/ontology/academyAward","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/actScore","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasQuality"
"http://dbpedia.org/ontology/actingHeadteacher","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/adjacentSettlement","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#nearTo"
"http://dbpedia.org/ontology/afiAward","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/aircraftHelicopterTransport","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/aircraftUser","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/aitaCode","http://dbpedia.org/ontology/code"
"http://dbpedia.org/ontology/albumRuntime","http://dbpedia.org/ontology/runtime"
"http://dbpedia.org/ontology/alpsGroup","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation"
"http://dbpedia.org/ontology/alpsMainPart","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation"
"http://dbpedia.org/ontology/alpsMajorSector","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation"
"http://dbpedia.org/ontology/alpsSection","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation"
"http://dbpedia.org/ontology/alpsSubgroup","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation"
"http://dbpedia.org/ontology/alpsSubsection","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation"
"http://dbpedia.org/ontology/alpsSupergroup","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation"
"http://dbpedia.org/ontology/americanComedyAward","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/animal","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf"
"http://dbpedia.org/ontology/animator","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/apcPresident","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/architectualBureau","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/arielAward","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/artPatron","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/aspectRatio","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasQuality"
"http://dbpedia.org/ontology/assistantPrincipal","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/associateStar","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isMemberOf"
"http://dbpedia.org/ontology/associatedAct","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/associatedRocket","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/astrologicalSign","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isDescribedBy"
"http://dbpedia.org/ontology/athletics","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/attorneyGeneral","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isSettingFor"
"http://dbpedia.org/ontology/availableSmartCard","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/awayColourHexCode","http://dbpedia.org/ontology/colourHexCode"
"http://dbpedia.org/ontology/baftaAward","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/bibsysId","http://dbpedia.org/ontology/code"
"http://dbpedia.org/ontology/biome","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isClassifiedBy"
"http://dbpedia.org/ontology/bloodType","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isClassifiedBy"
"http://dbpedia.org/ontology/bnfId","http://dbpedia.org/ontology/code"
"http://dbpedia.org/ontology/boiler","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasComponent"
"http://dbpedia.org/ontology/boilerPressure","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isClassifiedBy"
"http://dbpedia.org/ontology/booster","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant"
"http://dbpedia.org/ontology/bourgmestre","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/bpnId","http://dbpedia.org/ontology/code"
"http://dbpedia.org/ontology/brinCode","http://dbpedia.org/ontology/code"
"http://dbpedia.org/ontology/britishComedyAwards","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/buildingType","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isClassifiedBy"
"http://dbpedia.org/ontology/capitalCountry","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation"
"http://dbpedia.org/ontology/capitalDistrict","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation"
"http://dbpedia.org/ontology/capitalMountain","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation"
"http://dbpedia.org/ontology/capitalPlace","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation"
"http://dbpedia.org/ontology/capitalPosition","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation"
"http://dbpedia.org/ontology/capitalRegion","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation"
"http://dbpedia.org/ontology/causedBy","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/cesarAward","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/chairLabel","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/championInDouble","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant"
"http://dbpedia.org/ontology/championInDouble","http://dbpedia.org/ontology/champion"
"http://dbpedia.org/ontology/championInSingle","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant"
"http://dbpedia.org/ontology/championInSingle","http://dbpedia.org/ontology/champion"
"http://dbpedia.org/ontology/chaplain","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/chief","http://dbpedia.org/ontology/Leader"
"http://dbpedia.org/ontology/chiefPlace","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation"
"http://dbpedia.org/ontology/climate","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasQuality"
"http://dbpedia.org/ontology/cluster","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasPart"
"http://dbpedia.org/ontology/coExecutiveProducer","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/coProducer","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/coachedTeam","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/codeIndex","http://dbpedia.org/ontology/code"
"http://dbpedia.org/ontology/codeListOfHonour","http://dbpedia.org/ontology/code"
"http://dbpedia.org/ontology/codeMemorial","http://dbpedia.org/ontology/Code"
"http://dbpedia.org/ontology/codeMunicipalMonument","http://dbpedia.org/ontology/code"
"http://dbpedia.org/ontology/codeNationalMonument","http://dbpedia.org/ontology/code"
"http://dbpedia.org/ontology/codeProvincialMonument","http://dbpedia.org/ontology/code"
"http://dbpedia.org/ontology/codeStockExchange","http://dbpedia.org/ontology/code"
"http://dbpedia.org/ontology/colleague","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/collectionSize","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasRegion"
"http://dbpedia.org/ontology/comic","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/commandant","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/commandant","http://dbpedia.org/ontology/keyPerson"
"http://dbpedia.org/ontology/commune","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasPart"
"http://dbpedia.org/ontology/communityIsoCode","http://dbpedia.org/ontology/isoCode"
"http://dbpedia.org/ontology/competition","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isParticipantIn"
"http://dbpedia.org/ontology/compiler","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/complexion","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasQuality"
"http://dbpedia.org/ontology/component","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasComponent"
"http://dbpedia.org/ontology/computingInput","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/computingMedia","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/connotation","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/constellation","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasPart"
"http://dbpedia.org/ontology/construction","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/continent","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isPartOf"
"http://dbpedia.org/ontology/contractor","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/costumeDesigner","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/crew","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/cultivatedVariety","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isSpecializedBy"
"http://dbpedia.org/ontology/currentTeamMember","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasMember"
"http://dbpedia.org/ontology/currentWorldChampion","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant"
"http://dbpedia.org/ontology/custodian","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/daira","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation"
"http://dbpedia.org/ontology/daylightSavingTimeZone","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isPartOf"
"http://dbpedia.org/ontology/deanery","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isPartOf"
"http://dbpedia.org/ontology/delegateMayor","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/dfE","http://dbpedia.org/ontology/code"
"http://dbpedia.org/ontology/disciple","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/distanceToCapital","http://dbpedia.org/ontology/Distance"
"http://dbpedia.org/ontology/drama","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isParticipantIn"
"http://dbpedia.org/ontology/dubber","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/dutchArtworkCode","http://dbpedia.org/ontology/code"
"http://dbpedia.org/ontology/dutchMIPCode","http://dbpedia.org/ontology/Code"
"http://dbpedia.org/ontology/dutchNAIdentifier","http://dbpedia.org/ontology/code"
"http://dbpedia.org/ontology/dutchPPNCode","http://dbpedia.org/ontology/code"
"http://dbpedia.org/ontology/dutchWinkelID","http://dbpedia.org/ontology/code"
"http://dbpedia.org/ontology/eastPlace","http://dbpedia.org/ontology/closeTo"
"http://dbpedia.org/ontology/ekatteCode","http://dbpedia.org/ontology/codeSettlement"
"http://dbpedia.org/ontology/elementAbove","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/emmyAward","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/endPoint","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary"
"http://dbpedia.org/ontology/enemy","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/enshrinedDeity","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf"
"http://dbpedia.org/ontology/entourage","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/ethnicity","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isMemberOf"
"http://dbpedia.org/ontology/executiveHeadteacher","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/explorer","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/features","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasPart"
"http://dbpedia.org/ontology/featuring","http://dbpedia.org/ontology/artist"
"http://dbpedia.org/ontology/film","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasPart"
"http://dbpedia.org/ontology/filmFareAward","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/filmPolskiId","http://dbpedia.org/ontology/code"
"http://dbpedia.org/ontology/filmRuntime","http://dbpedia.org/ontology/runtime"
"http://dbpedia.org/ontology/firstFlight","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isParticipantIn"
"http://dbpedia.org/ontology/firstLaunchRocket","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/firstOlympicEvent","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isParticipantIn"
"http://dbpedia.org/ontology/firstOwner","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/firstPublisher","http://dbpedia.org/ontology/publisher"
"http://dbpedia.org/ontology/flagBearer","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/foresterDistrict","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isPartOf"
"http://dbpedia.org/ontology/fossil","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/fuel","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/fundedBy","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isSettingFor"
"http://dbpedia.org/ontology/gaudiAward","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/geminiAward","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/geneLocation","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation"
"http://dbpedia.org/ontology/geolocDepartment","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isPartOf"
"http://dbpedia.org/ontology/goldenCalfAward","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/goldenGlobeAward","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/goldenRaspberryAward","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/government","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/governmentCountry","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/governmentMountain","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/governmentPlace","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/governmentPosition","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/governmentRegion","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isPartOf"
"http://dbpedia.org/ontology/goyaAward","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/grammyAward","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/guest","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant"
"http://dbpedia.org/ontology/handedness","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasQuality"
"http://dbpedia.org/ontology/hasJunctionWith","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary"
"http://dbpedia.org/ontology/headteacher","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/heir","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/heritageRegister","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isMemberOf"
"http://dbpedia.org/ontology/highestAltitude","http://dbpedia.org/ontology/altitude"
"http://dbpedia.org/ontology/highestMountain","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf"
"http://dbpedia.org/ontology/highestPoint","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/highestPosition","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf"
"http://dbpedia.org/ontology/highestRegion","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf"
"http://dbpedia.org/ontology/highestState","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf"
"http://dbpedia.org/ontology/highwaySystem","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isPartOf"
"http://dbpedia.org/ontology/homeArena","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/homeColourHexCode","http://dbpedia.org/ontology/colourHexCode"
"http://dbpedia.org/ontology/humanDevelopmentIndexRankingCategory","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isClassifiedBy"
"http://dbpedia.org/ontology/iftaAward","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/individualisedGnd","http://dbpedia.org/ontology/code"
"http://dbpedia.org/ontology/isniId","http://dbpedia.org/ontology/code"
"http://dbpedia.org/ontology/judge","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isSettingFor"
"http://dbpedia.org/ontology/landeshauptmann","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/landingVehicle","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant"
"http://dbpedia.org/ontology/largestMetro","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf"
"http://dbpedia.org/ontology/lastFlight","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isParticipantIn"
"http://dbpedia.org/ontology/lastLaunchRocket","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/launchPad","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant"
"http://dbpedia.org/ontology/laurenceOlivierAward","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
"http://dbpedia.org/ontology/leftChild","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#nearTo"
"http://dbpedia.org/ontology/leftTributary","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary"
"http://dbpedia.org/ontology/linkedTo","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation"
"http://dbpedia.org/ontology/listItemOf","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isMemberOf"
"http://dbpedia.org/ontology/localizationThumbnail","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isExpressedBy"
"http://dbpedia.org/ontology/lounge","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/lowestAltitude","http://dbpedia.org/ontology/altitude"
"http://dbpedia.org/ontology/lowestMountain","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf"
"http://dbpedia.org/ontology/lowestPosition","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf"
"http://dbpedia.org/ontology/lowestRegion","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf"
"http://dbpedia.org/ontology/lowestState","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isPartOf"
"http://dbpedia.org/ontology/lunarRover","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant"
"http://dbpedia.org/ontology/mainArtist","http://dbpedia.org/ontology/artist"
"http://dbpedia.org/ontology/majorIsland","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasPart"
"http://dbpedia.org/ontology/makeupArtist","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant"
"http://dbpedia.org/ontology/managementCountry","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/managementMountain","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/managementPlace","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/managementPosition","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasSetting"
"http://dbpedia.org/ontology/managementRegion","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs"
"http://dbpedia.org/ontology/map","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation"
"http://dbpedia.org/ontology/massif","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation"
"http://dbpedia.org/ontology/mbaId","http://dbpedia.org/ontology/code"
"http://dbpedia.org/ontology/medalist","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant"
"http://dbpedia.org/ontology/meetingBuilding","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation"
"http://dbpedia.org/ontology/meetingCity","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation"
"http://dbpedia.org/ontology/memberOfParliament","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasMember"
"http://dbpedia.org/ontology/mentor","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith"
